"taxon","lfc_(Intercept)","lfc_SexM","se_(Intercept)","se_SexM","W_(Intercept)","W_SexM","p_(Intercept)","p_SexM","q_(Intercept)","q_SexM","diff_(Intercept)","diff_SexM","passed_ss_(Intercept)","passed_ss_SexM"
"Family XIII UCG-001",-0.394602898651105,0.553700740917101,0.132116538911858,0.231015733506324,-2.98677895970591,2.39680965669789,0.00828488149110554,0.0283085406280778,0.306540615170905,0.877564759470412,FALSE,FALSE,TRUE,TRUE
"GCA-900066575",0.1535119777563,-0.150218226908936,0.188144664612891,0.284170813251238,0.815925224731467,-0.528619477807269,0.422249304101657,0.601731419394509,1,1,FALSE,FALSE,TRUE,TRUE
"Incertae Sedis",-0.0720740288098583,0.317409944381483,0.165366788048878,0.229357521894305,-0.435843434224259,1.38390902447819,0.666292162297665,0.17731956378321,1,1,FALSE,FALSE,TRUE,TRUE
"Intestinimonas",0.365836090103004,-0.557161622038659,0.149843425622788,0.267700047584424,2.44145573008955,-2.08129070975584,0.0227366186957119,0.0487280566401626,0.795781654349918,1,FALSE,FALSE,FALSE,FALSE
"Lachnoclostridium",-0.58396304261204,1.27198064440859,0.24283136763332,0.357154320584459,-2.40480893512009,3.56143149081068,0.023306589160082,0.00139432381886161,0.795781654349918,0.0529843051167412,FALSE,FALSE,FALSE,TRUE
"Lachnospiraceae FCS020 group",0.188087057745887,-0.358582936712435,0.121570135270055,0.203158018301543,1.5471485437445,-1.76504446986777,0.156231993844333,0.111373377416974,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae NK4A136 group",-0.193819083051869,0.560900052865504,0.142229179734636,0.215245767861593,-1.36272376324947,2.60585868162655,0.183830051478618,0.014515895541771,1,0.493540448420212,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-001",-0.125419454734145,0.494788395311256,0.358450756052877,0.521250065899341,-0.349893123717232,0.949234211524886,0.729349469599479,0.351588185115879,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-006",0.140868362738697,-0.108474838715627,0.215063319417633,0.326135907182551,0.655008781228487,-0.332606242755445,0.517807485717029,0.741908949265195,1,1,FALSE,FALSE,TRUE,TRUE
"Lactobacillus",0.46111737278936,-0.748972858816953,0.164775099056608,0.383752110321349,2.79846515298373,-1.95171007187367,0.00918905532207184,0.0610404757751153,0.330805991594586,1,FALSE,FALSE,FALSE,FALSE
"Marvinbryantia",0.0297344171393241,0.108317308735242,0.19495255756871,0.289177505658023,0.152521298053986,0.374570312752252,0.880000093497284,0.711138639547077,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",0.00378257368465346,0.124790887472964,0.153525539173805,0.248512650306914,0.0246380745836121,0.502151046712701,0.980524844413645,0.619632069142823,1,1,FALSE,FALSE,TRUE,TRUE
"NK4A214 group",-0.16748532816462,0.263976621705381,0.092239241413726,0.18792130102431,-1.81577087579666,1.40471899814717,0.0967333788654033,0.187708610046309,1,1,FALSE,FALSE,TRUE,TRUE
"Oscillibacter",-0.142215166255503,0.457692219272772,0.169341079755594,0.270717981251221,-0.839814925361043,1.69066058027391,0.408126019347312,0.102005865890665,1,1,FALSE,FALSE,TRUE,FALSE
"Parasutterella",-0.25258284628155,0.678427579324866,0.292682169448288,0.352305990788121,-0.862993624646398,1.92567710190565,0.395472964985292,0.0643550829482737,1,1,FALSE,FALSE,TRUE,FALSE
"Romboutsia",0.445261790842913,-0.764628269448701,0.130415422225438,0.266269479863744,3.41418049525789,-2.8716331659189,0.00237544096717325,0.00862083749514908,0.0902667567525834,0.310350149825367,FALSE,FALSE,TRUE,TRUE
"Roseburia",0.180211332072424,-0.187160777383082,0.21405171501909,0.308475915467627,0.841905574343811,-0.606727358599,0.406974417121758,0.548920291343432,1,1,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",0.196855281651065,-0.220448676540362,0.172057575095761,0.368554006011054,1.14412446846064,-0.598144838869966,0.262259113201497,0.554551193920372,1,1,FALSE,FALSE,TRUE,TRUE
"Turicibacter",0.286636249389812,-0.400010612017857,0.209194379204309,0.364488897578174,1.37019097014011,-1.09745623165947,0.181514298630257,0.281790608158352,1,1,FALSE,FALSE,TRUE,TRUE
"Tuzzerella",0.064856980018582,-0.0987612060950096,0.158105231975739,0.29737966076005,0.410214002459665,-0.332104777584968,0.686237628258113,0.743445876937857,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-005",-0.109284479129552,0.381323534124776,0.133074469654488,0.285349876154114,-0.821227989210071,1.33633677807811,0.422260544971911,0.198087901407111,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-009",-0.125310256297901,0.385251924201252,0.12880663271727,0.257424182784744,-0.972855618180442,1.49656461966278,0.339260769424126,0.146105849606742,1,1,FALSE,FALSE,TRUE,TRUE
