"taxon","lfc_(Intercept)","lfc_SexM","se_(Intercept)","se_SexM","W_(Intercept)","W_SexM","p_(Intercept)","p_SexM","q_(Intercept)","q_SexM","diff_(Intercept)","diff_SexM","passed_ss_(Intercept)","passed_ss_SexM"
"Lachnoclostridium",-0.19233762205346,0.253951609616224,0.341979081431975,0.396874689161539,-0.562425108717413,0.639878572636458,0.581621490139598,0.531308094114142,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae FCS020 group",0.208091543486862,-0.786746845072501,0.189266443717148,0.269729199097818,1.09946348333066,-2.91680265875548,0.293134344698855,0.0129168137026358,1,0.503755734402798,FALSE,FALSE,FALSE,TRUE
"Lachnospiraceae NK4A136 group",-0.0667271905571412,0.00273074662358769,0.17777009280887,0.283020713696251,-0.375356672783442,0.00964857514463917,0.712324724362072,0.992420952452775,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-001",0.0577545453336188,-0.189791260334204,0.488272232569467,0.793329925560743,0.118283493267052,-0.239233708724722,0.907799943800269,0.814961542974157,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-006",-0.122474947593354,0.0457104725221015,0.287583282231128,0.357996634381603,-0.425876450964636,0.127684084519568,0.676672491102345,0.900214904119603,1,1,FALSE,FALSE,TRUE,TRUE
"Lactobacillus",0.548303239394828,-1.22733011328035,0.252448320597131,0.565730420307672,2.17194251123515,-2.16946105286838,0.0452372439580682,0.0454545180898082,1,1,FALSE,FALSE,FALSE,TRUE
"Marvinbryantia",0.12324212901723,-0.398552576309303,0.182431772147421,0.356469819163309,0.675551892998329,-1.11805419388595,0.510330314958229,0.282362704599033,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",0.0152815678958285,-0.211652277318978,0.286035614753039,0.440769855123,0.0534254026689037,-0.480187732575121,0.958147841227615,0.638510125958784,1,1,FALSE,FALSE,TRUE,TRUE
"NK4A214 group",-0.382107992633344,0.58995301256564,0.131489329172609,0.25809416107418,-2.90600001564949,2.28580534371748,0.0335554969884886,0.0710206951057472,1,1,FALSE,FALSE,FALSE,TRUE
"Oscillibacter",-0.158659903014857,0.186596171539018,0.15396378390851,0.275951057700604,-1.0305014529205,0.676192992677229,0.318101516176887,0.508575474535719,1,1,FALSE,FALSE,TRUE,TRUE
"Parasutterella",-0.674025859011471,1.09567328636553,0.101517533395614,0.478682307681254,-6.63950193100922,2.28893625016766,0.000162568100938853,0.0513500455661193,0.00699042834037068,1,TRUE,FALSE,FALSE,TRUE
"Romboutsia",0.954720128655131,-1.78904600427597,0.353699315218145,0.491043384678199,2.69924223083753,-3.6433562900932,0.0172822766760195,0.00265965631091377,0.708573343716798,0.114365221369292,FALSE,FALSE,FALSE,FALSE
"Roseburia",0.365031277318557,-0.860786189127808,0.262985498538327,0.369196227203993,1.38802815876693,-2.3315140451102,0.184154523809795,0.0331239506606279,1,1,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",-0.0667259436964166,0.0640118620718212,0.455710879438985,0.575197083721022,-0.146421660546181,0.11128683347579,0.885676024957247,0.91296863874786,1,1,FALSE,FALSE,TRUE,TRUE
"Turicibacter",0.236290625968191,-0.603304886427078,0.203362185255924,0.324142077334634,1.16192017542902,-1.86123594748313,0.262307891145048,0.0811864576865333,1,1,FALSE,FALSE,TRUE,FALSE
"Tuzzerella",-0.0749822413841666,0.0799380480511226,0.235910574793951,0.325665730718208,-0.317841798527504,0.245460423099572,0.757142692991906,0.811064075972276,1,1,FALSE,FALSE,TRUE,FALSE
"UCG-005",-0.1518191379311,0.123417527546666,0.150134322281624,0.270305950611043,-1.01122205518279,0.456584574877738,0.330362111683663,0.655504778395113,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-009",-0.0832621832056896,0.0358007319206846,0.179584249804442,0.30230618637923,-0.463638561267804,0.11842540289855,0.649151535989822,0.907204641540289,1,1,FALSE,FALSE,TRUE,TRUE
