"taxon","lfc_(Intercept)","lfc_SexM","se_(Intercept)","se_SexM","W_(Intercept)","W_SexM","p_(Intercept)","p_SexM","q_(Intercept)","q_SexM","diff_(Intercept)","diff_SexM","passed_ss_(Intercept)","passed_ss_SexM"
"Lachnospiraceae UCG-001",-0.432094241125362,0.601357657160704,0.324342610017364,0.687184328071846,-1.33221546531376,0.875103858739095,0.231154665829255,0.415170299224317,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-006",0.092161095290802,-0.194887137954049,0.168153428931841,0.358316665222545,0.548077406902945,-0.54389638236058,0.600671645185046,0.603396328997475,1,1,FALSE,FALSE,TRUE,TRUE
"Lactobacillus",-0.198085903687855,0.368436872730162,0.427268402047827,0.570599568310915,-0.463609999565757,0.645701281935433,0.655279828477694,0.536549487865965,1,1,FALSE,FALSE,TRUE,TRUE
"Marvinbryantia",0.144646971888036,-0.349095446253284,0.102414571052302,0.384669508170398,1.41236711145494,-0.907520452852334,0.200720962912671,0.394299557678839,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",0.0890127636140912,-0.250055193178435,0.268676320098829,0.551272012735904,0.331301111989881,-0.453596749701546,0.751682278129791,0.666062849706711,1,1,FALSE,FALSE,TRUE,TRUE
"Oscillibacter",0.18260312005661,-0.392941174758766,0.162143270111941,0.399316310176103,1.1261837751918,-0.984034873470295,0.29273425857534,0.353919154786855,1,1,FALSE,FALSE,TRUE,TRUE
"Parasutterella",-0.652270152143958,1.27680536964237,0.385839246329376,0.587235792280698,-1.6905230827326,2.17426353506746,0.129394665834173,0.0614091033058129,1,1,FALSE,FALSE,TRUE,TRUE
"Romboutsia",1.14607904934725,-2.31989303334004,0.216655271221678,0.421590694540724,5.28987382990834,-5.5027140384759,0.000737351427221888,0.000571910780313908,0.0258072999527661,0.0200168773109868,TRUE,TRUE,TRUE,TRUE
"Roseburia",0.233089301302948,-0.493913537251444,0.464743268229938,0.570156225022996,0.501544222879682,-0.866277549160359,0.629496652955136,0.411564152949556,1,1,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",0.362850288474806,-0.75343551159516,0.30779991188779,0.486501198708893,1.17885117721244,-1.54868171670424,0.272327840560957,0.160050043330986,1,1,FALSE,FALSE,TRUE,TRUE
"Turicibacter",-0.394980761287885,0.762226587930222,0.218441656588552,0.349072940706548,-1.80817508645732,2.18357397278466,0.108192208689368,0.0605243131409735,1,1,FALSE,FALSE,FALSE,FALSE
"Tuzzerella",-0.626661185238932,1.01308570089913,0.188175895542818,0.358363699418841,-3.33018840394645,2.82697634426158,0.0207746766946561,0.0368053253417964,0.664789654228994,1,FALSE,FALSE,FALSE,FALSE
"UCG-009",0.0105943230707459,-0.0489235807870404,0.249446936535468,0.422670079640668,0.0424712494684799,-0.115748862158951,0.967163924061998,0.910704318758278,1,1,FALSE,FALSE,TRUE,TRUE
