"taxon","lfc_(Intercept)","lfc_TimepointBaseline","se_(Intercept)","se_TimepointBaseline","W_(Intercept)","W_TimepointBaseline","p_(Intercept)","p_TimepointBaseline","q_(Intercept)","q_TimepointBaseline","diff_(Intercept)","diff_TimepointBaseline","passed_ss_(Intercept)","passed_ss_TimepointBaseline"
"Lachnoclostridium",-0.393098452180007,0.956350566891373,0.139042252164626,0.236037638655461,-2.82718703171306,4.05168672394378,0.0222463319736038,0.00367559420370999,0.867606946970549,0.147023768148399,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae FCS020 group",0.168242306131698,-0.148043841812243,0.179912765505819,0.332656447123464,0.935132677543421,-0.445035240087492,0.385811077587662,0.671899603383648,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae NK4A136 group",-0.100067736207792,0.370289134946942,0.188551803607903,0.288999760693534,-0.530717470175383,1.28127834451604,0.610026910735383,0.235985178573274,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-001",0.380600170250126,-0.661325626684542,0.668471330019776,1.12229076600041,0.569359003382937,-0.589264071949335,0.586909436766281,0.57420107205012,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-006",0.175392321777175,-0.180630981022991,0.208411771711863,0.327116848104495,0.841566291272939,-0.552191004742408,0.424471019673244,0.595902744475217,1,1,FALSE,FALSE,TRUE,TRUE
"Lacticaseibacillus",-0.59370760593928,1.35756887440992,0.29186284123294,0.357242719616269,-2.03420073426008,3.80013027520378,0.0763579461400154,0.00523569079044865,1,0.197942256397991,FALSE,FALSE,FALSE,TRUE
"Lactiplantibacillus",-1.2775728866657,2.72529943586276,0.338443195371277,0.399268179948765,-3.77485174510359,6.82573661695874,0.00542789758349356,0.000134257567436745,0.217115903339742,0.00577307539978004,FALSE,TRUE,TRUE,TRUE
"Lactobacillus",-1.25876670071083,2.68768706395301,0.518023460392089,0.563562634819164,-2.42994149291631,4.76910089118211,0.0412060046622822,0.00141023635038281,1,0.0578196903656953,FALSE,FALSE,TRUE,TRUE
"Limosilactobacillus",-1.14467070063064,2.21382191682663,0.252199126373164,0.327349800557907,-4.53875759639604,6.76286319116,0.00267165000849792,0.00026191625101252,0.109537650348415,0.0110004825425259,FALSE,TRUE,FALSE,TRUE
"Marvinbryantia",-0.131908470216127,0.465684377265351,0.584260980284104,0.652005571686843,-0.225769775267184,0.714233738924271,0.827830681176441,0.498201014211065,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",-0.649684214050686,1.34453317211202,0.265905586775766,0.534578213702938,-2.44328907086316,2.51512900759396,0.0445435253851214,0.0400950579034873,1,1,FALSE,FALSE,FALSE,FALSE
"Oscillibacter",0.0796427477405852,0.0108681670501881,0.223002824798134,0.319680477295155,0.357137842593156,0.0339969682920416,0.730226306013597,0.97371250796597,1,1,FALSE,FALSE,TRUE,TRUE
"Parasutterella",-0.666749748634537,1.7024233932627,0.518327287738987,0.585449591818195,-1.28634892355945,2.9078906485793,0.239229591409219,0.0227287730302178,1,0.795507056057622,FALSE,FALSE,TRUE,FALSE
"Romboutsia",-1.91751219750042,3.22638209598158,0.272979037728903,0.753932256579725,-7.02439357048622,4.27940583232016,0.00041556271511392,0.00520900674731555,0.0174536340347846,0.197942256397991,TRUE,FALSE,FALSE,TRUE
"Roseburia",-0.40750882264643,0.985171307824218,0.366076599873774,0.424305015337719,-1.11317910728777,2.3218469549319,0.297958126749754,0.0487785858134537,1,1,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",0.268444020815748,-0.366734379100137,0.148234659892965,0.62858809079979,1.81093963456038,-0.583425592160869,0.107735651729128,0.575681274551124,1,1,FALSE,FALSE,TRUE,TRUE
"Turicibacter",-0.131857358956255,0.433868380443868,0.187836405930524,0.414124703783972,-0.701979780240392,1.04767567952236,0.502600148388989,0.325406150699783,1,1,FALSE,FALSE,TRUE,TRUE
"Tuzzerella",-0.360944567548678,0.755734321185302,0.189832810274712,0.542671344258615,-1.90138136303385,1.39261880912059,0.1156581051542,0.222490805435083,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-005",-0.0527031426497796,0.275559947830918,0.388612643891821,0.476536396271606,-0.135618702783255,0.578255826809629,0.895473105702972,0.579001337536228,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-009",-0.0390801087950046,0.248313880121368,0.198800824664947,0.279355292402515,-0.196579208667112,0.888881960981715,0.849058892929171,0.4000038253304,1,1,FALSE,FALSE,TRUE,TRUE
