"",Label,ACETATE,PROPIONATE,ISOBUTYRATE,BUTYRATE,2-METHYL-BUTYRATE,ISOVALERATE,VALERATE,CAPROATE
244,TBI-PAN,0.6633099240251,-0.784645397966345,-0.124223172966186,-0.52885849697729,0.925369971347898,0.0114372173231514,0.710223841277379,0.820093174971845
245,TBI-PAN,-0.453985826340081,0.561150177842259,0.344066110121929,0.537923783779053,-0.030421704052012,-0.183046560803852,0.0650159792447839,0.18095224990431
246,TBI-PAN,-1.52967880562771,1.39272831823065,-0.195151776183937,1.14203915403482,-0.772898232752329,-0.736874970323301,-0.796442427964283,-0.693607695661861
247,TBI-PAN,-1.42413625865062,1.34387303434671,-1.08328040607124,1.49038157519557,-0.322549489436692,-0.829007686712008,-1.09724787141114,-1.07735439651414
248,TBI-PAN,-0.355941684627056,-0.158389791161049,1.30695550563145,0.0645099484945585,-0.440706670499719,2.08277234585987,1.31048827786981,0.949542925886819
249,TBI-PAN,-0.819997207128086,0.828165026310805,0.506019572843786,0.542568971128278,-0.564423717713215,-0.316104565786889,0.253550412709655,0.180766149910588
250,TBI-PAN,0.36383544464231,-0.27759599157664,0.521884431581151,-0.292614228409628,-0.0143340384976631,0.277881683841844,0.794795424559897,0.556606198232861
251,TBI-PAN,-0.866923764207961,1.05903095154835,-0.551711245870162,0.847381068714186,-1.28914014576614,-0.995654857343144,-0.285356205259377,-0.417122002702763
252,TBI-PAN,-1.32416390988439,0.960618349604875,0.591485808248913,0.841251195477959,-1.51545048128199,1.04153486696827,0.392126240862511,0.326979569696244
253,TBI-PAN,0.247674800754589,-1.30400653400545,1.50604384159625,-0.791498750047689,0.978630459186894,1.90789404063522,1.69084236092727,1.36607093705596
254,TBI-VEH,-1.1569155596119,1.32366659370246,-1.21517476793199,1.03770054618747,-1.34049828066509,-0.982063619365872,-1.07774426917331,-0.913434831000838
255,TBI-VEH,0.92164345741847,-0.182175274988396,-0.837545697786878,-0.836193599109426,-0.378209291781131,-0.527794799163045,-0.348007104530162,-0.0386299307354941
256,TBI-VEH,0.175103713933441,0.296110496034168,-0.743328783598706,-0.0304472307055982,0.312132062437832,0.310554758160553,0.0559705440063937,-0.0220737878468546
257,TBI-VEH,-0.808568265864824,1.26371760037262,-1.16934012526189,0.727794390625928,-1.02610832202925,-0.616789155925277,-1.58310508373651,-1.26516066375343
258,TBI-VEH,0.36193366131065,0.0791088489131377,0.186843796178548,-0.299311065538445,0.041478447709598,0.330706314786627,0.253794773830797,0.0626890736519183
259,TBI-VEH,1.97319757408654,-2.06240106299521,-0.294353816792811,-1.61922295769184,0.469540853438756,0.322921905640898,-0.282400730393029,-0.196216356192295
260,TBI-VEH,1.35209782917755,-1.28848700144897,0.199318942948859,-1.68794909996713,0.0602759339665507,0.0704317987422662,0.599428723717834,0.483499502892393
261,TBI-VEH,-0.592192014090804,0.849913777234979,-0.436741068152945,0.650843988219492,-0.737774694402925,-0.176554710006521,-0.575238349030463,-0.210532121083782
262,TBI-VEH,-0.703831212385556,1.00220109130231,-1.04170571095243,0.583276869355703,-0.874327746088227,0.434825440658943,-0.578574809673786,-0.427425003514144
263,TBI-VEH,-0.191432124675009,-0.738111768435664,1.7311096286477,-0.394579882513801,0.606247499486004,1.82356193124012,1.86438140807557,1.36439011023986
264,TBI-VEH,-0.370692671756659,0.398139623692581,0.199100575413388,0.574010251282276,-0.148304690556243,0.539505655500077,0.0717142950991687,0.310603097930872
265,TBI-VEH,0.31574667820964,-0.202290803546397,0.625232078285266,-0.296715276223389,-0.433823477060814,0.680980136868116,0.493910749496327,0.531639345744757
266,TBI-VEH,-0.525007631986576,0.587362568554105,0.252363309129244,0.32630742425195,-0.177415670152643,0.101215936727482,0.361001540825895,0.356893138751937
267,TBI-VEH,-0.737443215151455,1.14720291996876,-0.418838822834358,1.09238832270558,-0.831649581653189,-0.935173042251471,-1.52930730278419,-1.55513890859729
268,TBI-VEH,-0.308860236154735,0.669023128631445,-0.0831890980616991,0.689153994974249,-1.2556957849528,-0.595936039928524,-0.163335027946643,-0.369955070884749
269,TBI-VEH,1.25430597515122,-0.564140279721498,-1.3080529405925,-1.07481810021494,-0.753668846620272,-0.104024111920546,-0.373910685092581,-0.0240826906021156
270,TBI-VEH,0.630702409007172,-0.319730276362805,-0.2518681117954,-0.468113194121923,-0.761189808686887,0.538788149565881,0.0966577236364797,0.402254546963308
271,TBI-VEH,1.6997340501118,-1.97823745912389,-0.42299735142847,-1.73357176799509,-0.5460701337062,-0.323454565598038,0.545391996739136,0.491284871330579
272,TBI-VEH,1.69506838806803,-1.29696266496166,-0.881060035535759,-1.62356243576162,-0.752063185752626,-0.704117189671243,-0.211766588209513,0.0896505433184128
273,TBI-VEH,1.45470144109775,-1.71796365180588,0.132172793711163,-1.38931577694571,-0.3127496065769,0.400616564260149,0.530501742587768,0.535021432827154
