"taxon","lfc_(Intercept)","lfc_TreatmentVehicle","se_(Intercept)","se_TreatmentVehicle","W_(Intercept)","W_TreatmentVehicle","p_(Intercept)","p_TreatmentVehicle","q_(Intercept)","q_TreatmentVehicle","diff_(Intercept)","diff_TreatmentVehicle","passed_ss_(Intercept)","passed_ss_TreatmentVehicle"
"Lachnospiraceae UCG-006",0.26653510908762,-0.459792439103906,0.213163046630488,0.392166281435467,1.25038140193995,-1.17244256038766,0.230315161945319,0.259303963686124,1,1,FALSE,FALSE,TRUE,TRUE
"Lactobacillus",0.0541766741588858,0.0369462499156391,0.143388649615241,0.326771160628905,0.377830981073185,0.113064598003484,0.710521560243965,0.911385817448146,1,1,FALSE,FALSE,TRUE,TRUE
"Marvinbryantia",0.333127079868174,-0.596959869124504,0.332952927639871,0.419079972315427,1.00052305360261,-1.4244533467593,0.332925280355281,0.174787318575572,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",0.00567633120792198,0.133946935817566,0.360938818941149,0.491739192747802,0.0157265744498585,0.272394264669205,0.987646963563815,0.788802904119018,1,1,FALSE,FALSE,TRUE,TRUE
"NK4A214 group",0.389557299707844,-0.496118839229652,0.0613679531600865,0.242343208793598,6.34789462004105,-2.04717450800197,0.00315494741358399,0.110042836873007,0.132507791370528,1,FALSE,FALSE,FALSE,TRUE
"Oscillibacter",0.178223442580044,-0.211147286926678,0.12518980224863,0.247089793574214,1.42362588149224,-0.854536660022987,0.173763424697615,0.405421507983795,1,1,FALSE,FALSE,TRUE,TRUE
"Paludicola",-0.779280633538136,1.82105545657639,0.113202411676836,0.244371792460015,-6.88395787682316,7.45198714730695,0.000126562096618348,7.25078291490098e-05,0.00569529434782564,0.00319034448255643,TRUE,TRUE,FALSE,FALSE
"Parasutterella",0.210005316566048,-0.505683927402189,0.207627480483499,0.296492044299932,1.01145241505128,-1.70555647992578,0.333531352258729,0.116131654082034,1,1,FALSE,FALSE,FALSE,FALSE
"Romboutsia",0.153114476178091,-0.057072558997451,0.120717006277646,0.412241017966865,1.26837535902714,-0.138444639203851,0.230850011636089,0.892390957912261,1,1,FALSE,FALSE,TRUE,TRUE
"Roseburia",-0.473628857728985,1.09255731369138,0.306557137245242,0.436489173063626,-1.54499373912827,2.50305707704718,0.141895451370483,0.0235290436757079,1,0.964690790704022,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",-0.0116514516628071,0.183259591027422,0.420054607820089,0.646520405296339,-0.0277379451287855,0.283455231306154,0.978236835780179,0.780702669417652,1,1,FALSE,FALSE,TRUE,TRUE
"Turicibacter",0.276714432685221,-0.408129267137032,0.125800595750019,0.282286715400697,2.19962736293464,-1.44579693223504,0.0428773731015975,0.167537535831735,1,1,FALSE,FALSE,FALSE,TRUE
"Tuzzerella",-0.143680569280567,0.407691641475328,0.215052839098293,0.360039597712352,-0.668117518852638,1.1323522303262,0.514923138190291,0.27650843759132,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-005",0.0156300809401324,0.0781575433852587,0.177162039961905,0.28124914991744,0.0882247740175788,0.277894327532018,0.930865125661154,0.784887258460152,1,1,FALSE,FALSE,TRUE,TRUE
"UCG-009",-0.0285722665626046,0.221466037312404,0.101528002612391,0.254213663753615,-0.281422522135953,0.871180699110849,0.782231482053412,0.397384736340893,1,1,FALSE,FALSE,TRUE,TRUE
