"taxon","lfc_(Intercept)","lfc_TreatmentVehicle","se_(Intercept)","se_TreatmentVehicle","W_(Intercept)","W_TreatmentVehicle","p_(Intercept)","p_TreatmentVehicle","q_(Intercept)","q_TreatmentVehicle","diff_(Intercept)","diff_TreatmentVehicle","passed_ss_(Intercept)","passed_ss_TreatmentVehicle"
"Bacteroides",-0.0265086390203448,0.177833750409059,0.164243746076942,0.338450609670195,-0.161398163726286,0.525434865023143,0.875781394446416,0.613528678525042,1,1,FALSE,FALSE,TRUE,TRUE
"Bifidobacterium",-1.6828674498982,3.17185588613824,0.0873681058875728,0.289131776021134,-19.2618053556495,10.9702777390556,2.5330105159668e-07,1.1582957388271e-05,9.37213890907716e-06,0.000428569423366028,TRUE,TRUE,FALSE,TRUE
"Clostridium sensu stricto 1",-0.952635684919029,1.85743870917573,0.251899280785696,0.607063539289846,-3.78181184935374,3.05971053927665,0.00687598871739431,0.0183308989553484,0.213155650239224,0.549926968660453,FALSE,FALSE,FALSE,FALSE
"Colidextribacter",0.0988548516744298,-0.0728932309804902,0.194898731160569,0.308225303223522,0.507211366055468,-0.236493338535638,0.625689610691101,0.818992681623284,1,1,FALSE,FALSE,TRUE,TRUE
"Dubosiella",-0.0714411652036929,0.267698802775756,0.672832676098766,0.77047388347485,-0.106179690347271,0.347446952476092,0.918054024220478,0.737219555960639,1,1,FALSE,FALSE,TRUE,TRUE
"Enterorhabdus",0.0531598708665555,0.0184967306352593,0.199233566426208,0.370270511158681,0.266821860493296,0.0499546414792197,0.796355260288458,0.961383246025166,1,1,FALSE,FALSE,TRUE,TRUE
"Faecalibaculum",-0.457673758262343,1.04016398889306,0.133583063104008,0.290090350957355,-3.42613612555056,3.58565524658201,0.00900602654705424,0.00712938236711378,0.261174769864573,0.235269618114755,FALSE,FALSE,TRUE,TRUE
"Family XIII UCG-001",0.440230807122654,-0.755645141876939,0.210434928597176,0.458467319137492,2.09200445029429,-1.64819848729572,0.0698001635486289,0.137924490015583,1,1,FALSE,FALSE,TRUE,TRUE
"GCA-900066575",0.303419513276439,-0.626052680957003,0.185187999381924,0.332504446885411,1.63844047286606,-1.88284002461102,0.14533966358022,0.101740403061022,1,1,FALSE,FALSE,TRUE,TRUE
"Ileibacterium",1.64350515404538,-2.8156148009602,0.163332300992357,0.377777753504865,10.0623400519061,-7.45309848141692,2.05351072315102e-05,0.000142844101010753,0.000739263860334367,0.0051423876363871,TRUE,TRUE,FALSE,FALSE
"Incertae Sedis",0.561309714644255,-0.997802956920141,0.131747620746074,0.271743884217274,4.26049223102181,-3.67185064640624,0.00275954594203538,0.00629266101278642,0.0883054701451322,0.213950474434738,FALSE,FALSE,TRUE,TRUE
"Intestinimonas",0.581837745387591,-1.03885901840681,0.303518561839424,0.427094575819183,1.91697582467926,-2.43238635474179,0.0915414549800112,0.0410491447016921,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnoclostridium",0.107521195933252,-0.0902259194981336,0.118854392976533,0.303368025140287,0.904646376465711,-0.297414071428294,0.392080919954782,0.773727062356621,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae NK4A136 group",0.390153751614389,-0.655491030860408,0.169646426552322,0.314528954747646,2.29980530414566,-2.08404034339644,0.050486174152018,0.0706699047992127,1,1,FALSE,FALSE,FALSE,FALSE
"Lachnospiraceae UCG-001",0.55792501741188,-0.991033562455391,0.651416191769399,0.883816647375873,0.856480118948878,-1.12131126450023,0.41664782334697,0.294682841697938,1,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-006",0.446275352202537,-0.767734232036704,0.189137523125015,0.339512679303385,2.35952837294777,-2.26128294711098,0.0459920697679367,0.0536149085346693,1,1,FALSE,FALSE,TRUE,FALSE
"Lactobacillus",-0.584107566963321,1.29303160629501,0.500228505657168,0.626316575215489,-1.16768149027405,2.06450165533322,0.276556042296276,0.0728487767157275,1,1,FALSE,FALSE,TRUE,TRUE
"Marvinbryantia",0.422217616105516,-0.719618759842663,0.567023211755802,0.677508238515957,0.744621397064344,-1.06215499522035,0.477801578106521,0.319174341986283,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",0.153754788387965,-0.131737618193752,0.247966337831308,0.527016950725358,0.620063149428631,-0.249968464984732,0.558015362091079,0.810950262354933,1,1,FALSE,FALSE,TRUE,TRUE
"Oscillibacter",0.370080246767012,-0.615344021165653,0.20422189608295,0.397032120961057,1.812147736679,-1.54985954203441,0.10753670908662,0.159770342405063,1,1,FALSE,FALSE,TRUE,TRUE
"Parasutterella",-0.470878638609166,1.0665737495867,0.500673000396945,0.666259121133953,-0.940491375080826,1.60083924670543,0.374491846232056,0.148080126193705,1,1,FALSE,FALSE,TRUE,TRUE
"Romboutsia",-0.780378370549963,1.38825646527455,0.253616921328405,0.437041115569748,-3.07699646562408,3.17648938696478,0.0217464232795808,0.0191607624160926,0.587153428548683,0.555662110066687,FALSE,FALSE,FALSE,TRUE
"Roseburia",-0.114972650762058,0.354761773892487,0.348887768071496,0.466177858595116,-0.32954050351945,0.761000908454994,0.750209740349659,0.46849176568262,1,1,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",0.3703618965163,-0.61590732066423,0.128173553360619,0.374077797673649,2.88953443831177,-1.64646852738787,0.0202135892640709,0.138283920627069,0.565980499393984,1,FALSE,FALSE,FALSE,TRUE
"Turicibacter",0.187313316332242,-0.249810160296113,0.168388946310053,0.295354173281733,1.11238487107903,-0.845798647503189,0.298279564484173,0.422240507329682,1,1,FALSE,FALSE,TRUE,TRUE
"Tuzzerella",-0.729024451574187,1.38157485790294,0.171254886814256,0.324852852958993,-4.25695561239599,4.25292511769117,0.00803820030719862,0.0080692131738929,0.241146009215959,0.258214821564573,FALSE,FALSE,FALSE,FALSE
"UCG-009",0.102501968410043,-0.0801874644517152,0.179568910305254,0.36126849524644,0.570822467184308,-0.221960856002722,0.583793899051358,0.829905693237903,1,1,FALSE,FALSE,TRUE,TRUE
