"taxon","lfc_(Intercept)","lfc_TreatmentVehicle","se_(Intercept)","se_TreatmentVehicle","W_(Intercept)","W_TreatmentVehicle","p_(Intercept)","p_TreatmentVehicle","q_(Intercept)","q_TreatmentVehicle","diff_(Intercept)","diff_TreatmentVehicle","passed_ss_(Intercept)","passed_ss_TreatmentVehicle"
"Lachnospiraceae FCS020 group",0.229557655124131,-0.617904972110278,0.153925838928748,0.231004835512064,1.49135230784997,-2.67485730651733,0.152285834154482,0.0149790820130933,1,0.584902427195082,FALSE,FALSE,FALSE,TRUE
"Lachnospiraceae NK4A136 group",0.33198250656841,-0.437471262518262,0.118006075375038,0.207971467823158,2.81326622814399,-2.10351577116459,0.00886690718525094,0.0445308746316724,0.336942473039536,1,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-001",0.678442550861208,-1.13039135110386,0.266432864450127,0.462182642290151,2.54639213620062,-2.44576764177616,0.0166694862310497,0.0209976351620828,0.60010150431779,0.776912500997063,FALSE,FALSE,TRUE,TRUE
"Lachnospiraceae UCG-006",0.0174046089931823,0.191684532632194,0.169630425699869,0.292862641261385,0.102603108619067,0.654520261808034,0.919009286706279,0.518117410539025,1,1,FALSE,FALSE,TRUE,TRUE
"Lactobacillus",0.0760008706649968,0.0744920092885629,0.234486988040112,0.308600696176768,0.324115514042919,0.241386394170328,0.748259398097504,0.811014660418392,1,1,FALSE,FALSE,TRUE,TRUE
"Marvinbryantia",0.134400716932384,-0.0361264622771369,0.202133271620992,0.301926777984678,0.664911401544966,-0.119653057997294,0.511747007000346,0.905643874210354,1,1,FALSE,FALSE,TRUE,TRUE
"Monoglobus",0.0869237448830122,0.0179653381237019,0.128987669450935,0.224038583325038,0.673891894109124,0.080188590094937,0.506108811561449,0.936678690398435,1,1,FALSE,FALSE,TRUE,TRUE
"NK4A214 group",0.206751286284263,-0.457967358823595,0.0851490662194335,0.183772096971135,2.42810984857373,-2.49203968595693,0.0355649747281696,0.031878626794096,1,1,FALSE,FALSE,FALSE,FALSE
"Oscillibacter",0.317916064123499,-0.409338377628441,0.105851344559024,0.220657633962637,3.00342017806138,-1.85508368904994,0.0055700585676488,0.0741418548875004,0.217232284138303,1,FALSE,FALSE,TRUE,FALSE
"Parasutterella",0.218970989404238,-0.211448228189918,0.192351415220718,0.366815510406934,1.13839032144876,-0.576442986163107,0.264604490707355,0.568921184285276,1,1,FALSE,FALSE,TRUE,TRUE
"Romboutsia",-0.144998084602477,0.469373726329201,0.197684678325185,0.265864945395205,-0.73348165285708,1.76545924710564,0.470675656614497,0.0907612161185124,1,1,FALSE,FALSE,TRUE,FALSE
"Roseburia",0.311023911433031,-0.395554072247505,0.160506600387621,0.287229219408599,1.93776399650802,-1.37713730191499,0.062797133670951,0.179380628777604,1,1,FALSE,FALSE,TRUE,TRUE
"Ruminococcus",-0.136126335430551,0.456132747666065,0.30425255599805,0.372382780022511,-0.447412298588621,1.22490290135997,0.658282769771492,0.231593776700703,1,1,FALSE,FALSE,TRUE,TRUE
"Turicibacter",0.270057150090241,-0.313620549561923,0.0806990820041885,0.242325655526987,3.34647115411082,-1.29421108499589,0.00234414237313436,0.206165593635608,0.0937656949253743,1,FALSE,FALSE,FALSE,TRUE
"Tuzzerella",0.123699185625812,-0.16637064414098,0.164239930969782,0.25582634911957,0.753161456507012,-0.650326460560247,0.459337490219295,0.522215413177376,1,1,FALSE,FALSE,FALSE,FALSE
"UCG-005",0.300344352029239,-0.48790714845206,0.142468068205721,0.225915146207885,2.10815206391055,-2.15969206421907,0.0466368565716908,0.0419624650956938,1,1,FALSE,FALSE,FALSE,TRUE
"UCG-009",0.0498255016622085,0.0888609146391764,0.118545116913608,0.201907693967959,0.420308343012725,0.440106629385198,0.677713680626385,0.66349694828481,1,1,FALSE,FALSE,TRUE,TRUE
